stno: Observation's Number (Length: 6 digits)
yyyymmddhh: UTC Time, yyyy: year, mm: month, dd: day, hh: hour (Length: 11 digits)
Si: Significant Code (Length: 3 digits)
Press: Pressure (Uint: hpa, Length: 7 digits)
Heigh: Geopotential Height (Unit: gpm, Length: 6 digits)
Tx: Temperature (Unit: degrees Celsius, Length: 6 digits)
Td: Dew Point (Unit: degrees Celsius, Length: 6 digits)
Wd: Wind Direction (Unit: degrees 360, Length: 4 digits)
Ws: Wind Speed (Unit: m/s, Length: 6 digits)
RH: Relative Humidity (Unit: %, Length: 4 digits)
-----------------------------------------------------------
  stno yyyymmddhh Si  Press Heigh    Tx    Td  Wd    Ws  RH
-----------------------------------------------------------
466920 2018110100 01 1019.6 00011  19.4  15.9  59   2.9  80
466920 2018110100 10 1000.0 00177  18.3  15.6  73   8.3  84
466920 2018110100 06  992.5 00242  17.7  15.4  78   9.4  86
466920 2018110100 02  945.9 00651  14.2  14.2  74  16.0 100
466920 2018110100 06  935.3 00748  13.9  13.9  72  16.8 100
466920 2018110100 10  925.0 00841  13.5  13.5  74  16.6 100
466920 2018110100 10  850.0 01550  10.6  10.6 105  14.5 100
466920 2018110100 02  840.8 01642  10.2  10.2 111  14.5 100
466920 2018110100 04  839.1 01659  10.7   9.8 112  14.4  93
466920 2018110100 02  820.7 01844  12.6   8.5 127  10.2  76
466920 2018110100 06  807.0 01985  12.6   8.1 134   5.1  73
466920 2018110100 02  795.6 02106  12.8   7.9 117   1.6  72
466920 2018110100 04  775.0 02325  11.6   8.3 110   0.0  80
466920 2018110100 02  754.6 02550  11.2   6.0 221   3.9  70
466920 2018110100 06  737.6 02739   9.8   7.2 203   5.0  83
466920 2018110100 06  714.7 03002   8.1   5.8 178   5.0  85
466920 2018110100 10  700.0 03174   7.4   5.1 188   5.9  85
466920 2018110100 06  652.8 03746   4.4   2.4 212  11.4  86
466920 2018110100 02  646.3 03828   3.7   2.3 212  13.3  90
466920 2018110100 02  637.5 03942   4.3   1.1 211  14.1  79
466920 2018110100 06  614.9 04232   1.6   0.5 192  14.4  92
